STT,Mã CK,Tên công ty,Sàn CK,"4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Kiểm toán, ĐVT: VND]","4. Giá vốn hàng bán [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Chưa kiểm toán, ĐVT: VND]","A. TÀI SẢN NGẮN HẠN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Nợ ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","IV. Hàng tồn kho[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","1. Doanh thu bán hàng và cung cấp dịch vụ [Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","3. Doanh thu thuần về bán hàng và cung cấp dịch vụ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","III. Các khoản phải thu ngắn hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Các khoản phải thu dài hạn[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","A. NỢ PHẢI TRẢ[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","I. Vốn chủ sở hữu[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","II. Tài sản cố định[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG NGUỒN VỐN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","11. Lợi nhuận sau thuế chưa phân phối[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","TỔNG CỘNG TÀI SẢN[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","   Trong đó :Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Chi phí lãi vay[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Khấu hao TSCĐ và BĐSĐT[Năm: 2021, Kỳ: Năm, TT Hợp nhất: Mới nhất, TT Kiểm toán: Mới nhất, ĐVT: VND]","Giá vốn hàng bán/Doanh thu thuần[Năm: 2021, ĐVT: %]","Tỷ số thanh toán nhanh[Năm: 2021, ĐVT: Lần]","Tỷ số thanh toán hiện hành (ngắn hạn)[Năm: 2021, ĐVT: Lần]","Khả năng thanh toán lãi vay[Năm: 2021, ĐVT: Lần]","Tăng trưởng  doanh thu thuần[Năm: 2021, ĐVT: %]","Tăng trưởng tổng tài sản[Năm: 2021, ĐVT: %]","Tăng trưởng vốn chủ sở hữu[Năm: 2021, ĐVT: %]","Tăng trưởng lợi nhuận trước thuế [Năm: 2021, ĐVT: %]","Tăng trưởng  lợi nhuận gộp[Năm: 2021, ĐVT: %]","Lợi nhuận trước thuế và lãi vay (EBIT)[Năm: 2021, ĐVT: đồng]","Lợi nhuận trước thuế, lãi vay và khấu hao (EBITDA)[Năm: 2021, ĐVT: đồng]","Tỷ số dòng tiền HĐKD trên doanh thu thuần[Năm: 2021, ĐVT: %]",Ngành NAICS cấp 1,Ngày giao dịch đầu tiên
450,DRL,CTCP Thủy điện - Điện Lực 3,HOSE,"30,170,548,986 ","30,170,548,986 ","30,170,548,986 ","94,810,557,581 ","12,330,690,410 ","768,678,007 ","95,635,308,243 ","95,635,308,243 ","17,329,375,806 ",,"12,330,690,410 ","122,334,044,208 ","39,109,994,924 ","134,664,734,618 ","22,181,752,009 ","134,664,734,618 ",,,,31.55 ,7.63 ,7.69 ,0.00 ,(1.16),(8.62),(10.11),(1.31),(1.84),"62,906,032,524 ","64,481,307,135 ",55.83 ,Tiện ích,11-04-2012
451,DS3,CTCP Quản lý Đường sông Số 3,HNX,"27,411,248,707 ","27,411,248,707 ","26,675,589,729 ","67,761,969,541 ","24,088,403,229 ","5,700,695,568 ","42,563,420,794 ","42,563,420,794 ","57,186,033,269 ","55,083,333,322 ","37,733,853,229 ","116,562,506,756 ","9,180,048,393 ","154,296,359,985 ","7,709,589,690 ","154,296,359,985 ","653,100,949 ",,,64.40 ,2.58 ,2.81 ,15.05 ,(21.45),(6.50),0.84 ,17.37 ,(10.80),"9,828,257,029 ","17,985,038,863 ",38.84 ,Vận tải và kho bãi,21-08-2017
452,DSD,CTCP DHC Suối Đôi,UPCOM,"28,712,476,742 ","28,712,476,742 ","55,659,919,523 ","12,347,887,920 ","113,924,251,273 ","1,552,609,915 ","17,398,176,815 ","17,398,176,815 ","6,348,051,374 ",,"349,300,269,906 ","223,855,557,402 ","462,782,166,485 ","573,155,827,308 ","(87,144,442,598)","573,155,827,308 ","2,608,967,457 ","26,089,674,574 ","26,611,735,208 ",165.03 ,0.09 ,0.11 ,(26.80),(68.36),(2.62),(24.47),(257.63),(202.22),"(69,930,954,866)","(43,319,219,658)",(237.72),"Nghệ thuật, vui chơi và giải trí",17-05-2022
453,DSG,CTCP Kính Đáp Cầu,UPCOM,"63,527,442,422 ","63,527,442,422 ","63,589,373,820 ","48,817,665,042 ","100,220,205,082 ","29,390,174,794 ","51,985,030,384 ","49,830,770,601 ","12,133,349,753 ",,"106,147,224,476 ","47,700,992,160 ","83,517,130,384 ","153,848,216,636 ","(295,417,300,923)","153,848,216,636 ","1,531,233,343 ","1,531,233,343 ","12,099,396,584 ",127.49 ,0.19 ,0.49 ,(21.59),(8.77),(15.93),(42.04),(268.87),"(4,004.12)","(33,062,037,484)","(20,962,640,900)",2.11 ,Sản xuất,11-08-2017
454,DSN,CTCP Công viên nước Đầm Sen,HOSE,"26,823,434,857 ","26,823,434,857 ","26,823,434,857 ","184,844,790,160 ","17,238,416,886 ","650,950,339 ","25,241,829,147 ","25,241,829,147 ","4,180,687,701 ","285,000,000 ","17,750,686,629 ","182,958,380,732 ","3,066,145,739 ","200,709,067,361 ","52,857,280,238 ","200,709,067,361 ","322,699,424 ","322,699,424 ","1,585,508,824 ",106.27 ,10.69 ,10.72 ,89.77 ,(70.04),(10.49),(11.23),(40.14),(103.10),"28,968,258,764 ","30,553,767,588 ",57.41 ,"Nghệ thuật, vui chơi và giải trí",26-10-2010
455,DSP,CTCP Dịch vụ Du lịch Phú Thọ,UPCOM,"168,840,922,043 ","168,840,922,043 ","163,828,719,257 ","536,317,193,726 ","48,912,945,542 ","2,239,668,426 ","55,888,573,188 ","55,888,573,188 ","107,744,471,150 ","13,111,452,999 ","51,416,945,542 ","994,255,483,200 ","120,011,588,766 ","1,045,672,428,742 ","(262,271,441,080)","1,045,672,428,742 ",,,"39,197,243,741 ",302.10 ,10.92 ,10.96 ,0.00 ,(57.44),(7.67),(7.53),(144.62),(156.19),"(80,964,810,400)","(41,767,566,659)",(180.96),"Nghệ thuật, vui chơi và giải trí",17-10-2018
456,DSS,CTCP Đường sắt Sài Gòn,OTC,"195,091,453,338 ","195,091,453,338 ",,"81,298,789,210 ","66,923,261,019 ","27,426,999,551 ","221,679,331,739 ","221,679,331,739 ","49,406,184,343 ",,"66,979,561,019 ","24,382,253,236 ","8,595,320,661 ","91,361,814,255 ","2,809,316,312 ","91,361,814,255 ","448,919,434 ",,,88.01 ,0.80 ,1.21 ,9.13 ,28.96 ,16.31 ,1.90 ,26.43 ,(16.64),"4,099,794,776 ","4,286,040,076 ",(1.90),Vận tải và kho bãi,24-04-2017
457,DST,CTCP Đầu tư Sao Thăng Long,HNX,"37,117,965,852 ","37,117,965,852 ","37,118,931,912 ","131,226,935,765 ","10,169,771,547 ","891,454,862 ","38,509,307,722 ","38,509,307,722 ","20,063,809,912 ",,"13,488,800,954 ","360,446,545,173 ","3,508,410,362 ","373,935,346,127 ","37,469,118,824 ","373,935,346,127 ","237,737,549 ","237,737,549 ","98,807,192 ",96.39 ,12.82 ,12.90 ,229.87 ,18.06 ,11.50 ,13.44 ,"1,356.16 ",(42.38),"54,648,573,802 ","54,747,380,994 ",0.07 ,Công nghệ và thông tin,16-10-2007
458,DSV,CTCP Đường sắt Vĩnh Phú,UPCOM,"214,157,508,742 ","214,157,508,742 ",,"105,022,703,691 ","98,350,377,010 ","30,764,165,865 ","236,187,784,517 ","236,187,784,517 ","53,017,305,027 ",,"98,350,377,010 ","17,883,343,652 ","10,916,062,637 ","116,233,720,662 ","3,976,977,943 ","116,233,720,662 ","802,984,323 ",,,90.67 ,0.76 ,1.07 ,7.23 ,55.55 ,(2.60),9.62 ,45.36 ,3.24 ,"5,809,320,852 ","7,196,198,497 ",(10.72),Vận tải và kho bãi,02-12-2016
459,DT4,CTCP Quản Lý Đường Sông Số 4,OTC,"103,973,621,123 ","103,973,621,123 ",,"55,450,620,643 ","50,394,453,917 ","5,817,619,540 ","117,589,708,287 ","117,589,708,287 ","41,117,364,836 ",,"50,539,584,111 ","14,100,859,626 ","8,572,166,589 ","64,640,443,737 ","1,705,859,626 ","64,640,443,737 ","1,923,291,480 ","1,923,291,480 ","1,651,700,973 ",88.42 ,0.98 ,1.10 ,2.12 ,(14.76),12.61 ,3.99 ,(7.56),(13.06),"4,084,754,377 ","5,736,455,350 ",4.24 ,Vận tải và kho bãi,19-07-2016
460,DTA,CTCP Đệ Tam,HOSE,"85,718,291,586 ","85,718,291,586 ","85,718,291,586 ","240,645,998,870 ","266,301,181,089 ","78,348,892,996 ","108,838,675,058 ","108,838,675,058 ","59,054,657,436 ","36,981,428,896 ","474,903,539,819 ","193,939,769,944 ","22,183,263,971 ","668,843,309,763 ","12,748,285,060 ","668,843,309,763 ","4,861,521,744 ","4,861,521,744 ","941,182,775 ",78.76 ,0.61 ,0.90 ,3.54 ,152.25 ,25.01 ,5.42 ,223.61 ,216.45 ,"17,202,178,040 ","18,143,360,815 ",9.36 ,Xây dựng và Bất động sản,16-07-2010
461,DTB,CTCP Công trình Đô thị Bảo Lộc,UPCOM,"38,812,179,281 ","38,812,179,281 ",,"32,332,659,510 ","18,406,192,180 ","1,120,401,834 ","48,061,054,249 ","48,061,054,249 ","16,642,936,355 ","23,800,000 ","18,406,192,180 ","19,657,968,590 ","5,355,042,989 ","38,844,080,340 ","3,273,557,625 ","38,844,080,340 ",,,"1,109,766,624 ",80.76 ,1.70 ,1.76 ,0.00 ,0.79 ,1.42 ,1.70 ,15.82 ,(12.43),"4,185,067,854 ","5,294,834,478 ",4.91 ,"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",22-07-2019
462,DTC,CTCP Viglacera Đông Triều,HNX,"242,747,845,977 ","242,747,845,977 ","242,747,845,977 ","143,665,249,617 ","118,606,409,739 ","124,107,848,103 ","274,183,378,320 ","274,183,378,320 ","2,739,234,800 ","80,000,000 ","219,813,523,739 ","105,167,250,104 ","168,683,344,611 ","324,980,773,843 ","4,587,239,504 ","324,980,773,843 ","16,268,229,659 ","16,268,229,659 ","22,490,219,015 ",88.53 ,0.16 ,1.21 ,1.32 ,(17.80),(11.68),(1.64),(75.36),(39.18),"21,546,568,817 ","44,036,787,832 ",9.64 ,Sản xuất,16-11-2021
463,DTD,CTCP Đầu tư Phát triển Thành Đạt,HNX,"397,611,148,883 ","397,611,148,883 ","393,666,216,326 ","519,472,160,093 ","474,536,302,767 ","111,665,786,199 ","693,305,058,688 ","693,305,058,688 ","151,451,445,219 ","521,274,167,121 ","1,158,213,251,399 ","785,658,835,685 ","235,812,065,875 ","1,943,872,087,084 ","200,172,132,515 ","1,943,872,087,084 ","3,966,347,283 ","3,966,347,283 ","199,032,761,353 ",57.35 ,0.86 ,1.09 ,59.72 ,(6.89),(9.52),20.15 ,3.18 ,(2.57),"236,873,157,198 ","435,905,918,551 ",(1.13),Xây dựng và Bất động sản,16-11-2017
464,DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,UPCOM,"121,000,785,464 ","121,000,785,464 ","181,388,012,158 ","389,353,702,461 ","376,456,984,300 ","143,186,176,072 ","210,591,634,994 ","210,591,634,994 ","197,129,973,805 ","158,568,755,156 ","1,077,161,275,546 ","674,135,301,769 ","1,195,605,557,251 ","1,751,296,577,315 ","105,980,025,930 ","1,751,296,577,315 ","54,110,300,851 ","52,934,300,851 ","15,886,030,926 ",57.46 ,0.65 ,1.03 ,2.05 ,119.21 ,(2.41),7.42 ,207.10 ,128.27 ,"110,834,828,723 ","126,720,859,649 ",(3.40),Tiện ích,31-12-2020
465,DTG,CTCP Dược phẩm Tipharco,UPCOM,"165,656,803,673 ","165,656,803,673 ",,"130,785,720,915 ","113,731,376,079 ","81,804,089,929 ","203,374,681,609 ","203,146,006,399 ","31,262,149,748 ","42,835,890 ","117,411,130,453 ","117,027,216,772 ","96,695,628,804 ","234,958,406,557 ","920,546,055 ","234,958,406,557 ","5,966,644,491 ","5,966,644,491 ","10,953,588,657 ",81.55 ,0.43 ,1.15 ,1.19 ,(17.00),(9.18),(2.80),(77.03),(19.33),"7,106,157,001 ","18,059,745,658 ",4.28 ,Sản xuất,28-02-2017
466,DTH,CTCP Dược Vật tư Y Tế Thanh Hóa,UPCOM,"339,988,421,500 ","339,988,421,500 ",,"328,487,346,966 ","289,891,383,102 ","125,900,874,848 ","505,272,247,348 ","505,215,673,048 ","186,707,736,663 ",,"320,962,484,352 ","127,134,520,472 ","114,765,952,728 ","448,404,814,824 ","3,329,781,026 ","448,404,814,824 ","16,858,916,349 ","16,858,916,349 ","17,871,267,794 ",67.30 ,0.70 ,1.13 ,1.25 ,(5.32),5.92 ,(0.29),(9.01),(1.06),"21,059,286,630 ","38,930,554,424 ",(2.54),Sản xuất,18-04-2022
467,DTI,CTCP Đầu tư Đức Trung,UPCOM,"49,974,515,919 ","49,974,515,919 ",,"120,407,315,414 ","44,660,779,136 ",,"58,183,948,380 ","58,183,948,380 ","110,679,489,296 ",,"45,490,779,136 ","128,565,713,558 ","1,120,944,324 ","174,056,492,694 ","7,588,173,558 ","174,056,492,694 ",,"1,288,767 ","3,779,313 ",85.89 ,2.70 ,2.70 ,"6,026.57 ",756.22 ,42.72 ,10.24 ,"10,767.04 ",71.81 ,"7,766,846,326 ","7,769,336,872 ",(92.07),Xây dựng và Bất động sản,05-01-2018
468,DTK,Tổng Công ty Điện lực TKV - CTCP,HNX,"11,571,698,306,466 ","11,571,698,306,466 ","11,653,234,203,161 ","4,190,004,720,980 ","6,027,333,583,603 ","347,470,138,608 ","13,059,307,162,962 ","13,059,307,162,962 ","3,542,322,105,470 ","12,365,128,994 ","10,989,342,586,173 ","7,783,365,417,836 ","12,860,493,333,269 ","18,772,708,004,009 ","885,011,005,095 ","18,772,708,004,009 ","381,297,834,324 ","381,297,834,324 ","2,054,335,053,036 ",88.61 ,0.64 ,0.70 ,3.53 ,2.28 ,(6.51),5.65 ,38.11 ,(14.86),"1,346,096,412,660 ","3,400,431,465,696 ",12.95 ,Tiện ích,25-12-2020
469,DTL,CTCP Đại Thiên Lộc,HOSE,"1,218,774,695,581 ","1,218,774,695,581 ","1,217,562,941,708 ","1,187,190,914,385 ","821,166,435,435 ","1,006,276,482,958 ","1,381,840,902,134 ","1,380,751,111,677 ","165,584,989,598 ","4,089,504,983 ","823,005,235,435 ","1,064,369,651,044 ","456,356,366,288 ","1,887,374,886,479 ","245,881,789,319 ","1,887,374,886,479 ","42,738,038,151 ","42,738,038,151 ","69,801,717,529 ",88.27 ,0.22 ,1.45 ,2.19 ,(30.34),(22.30),5.31 ,101.95 ,(16.15),"93,627,444,894 ","163,429,162,423 ",35.75 ,Sản xuất,04-06-2010
470,DTN,CTCP Diêm Thống Nhất,OTC,"107,075,486,086 ","107,075,486,086 ",,"37,206,635,986 ","12,358,740,194 ","10,311,211,842 ","128,973,963,204 ","124,104,956,347 ","16,746,785,414 ",,"12,358,740,194 ","28,735,419,881 ","3,887,524,089 ","41,094,160,075 ","2,057,998,719 ","41,094,160,075 ","146,702,940 ",,,86.28 ,2.18 ,3.01 ,17.40 ,(11.39),(7.72),1.06 ,14.73 ,(3.03),"2,551,932,247 ","3,622,279,663 ",(3.00),Sản xuất,23-06-2014
471,DTP,CTCP Dược phẩm CPC1 Hà Nội,UPCOM,"263,402,036,966 ","263,402,036,966 ",,"363,439,927,893 ","137,311,444,028 ","169,544,215,276 ","579,814,094,702 ","576,176,491,293 ","179,737,681,020 ","2,294,892,549 ","164,166,732,393 ","450,617,183,928 ","232,695,677,741 ","614,772,922,521 ","256,138,774,404 ","614,772,922,521 ","8,546,014,376 ",,,45.72 ,1.41 ,2.65 ,14.92 ,11.13 ,15.19 ,25.11 ,12.16 ,16.67 ,"127,490,726,163 ","163,167,215,540 ",7.99 ,Sản xuất,18-06-2020
472,DTT,CTCP Kỹ nghệ Đô Thành,HOSE,"137,718,052,017 ","137,718,052,017 ","137,718,052,017 ","76,373,531,534 ","30,278,841,334 ","35,618,946,034 ","156,874,620,872 ","156,744,720,164 ","21,248,830,729 ",,"30,785,761,334 ","121,332,249,182 ","74,008,228,984 ","152,118,010,516 ","4,164,071,198 ","152,118,010,516 ","1,450,172,677 ",,,87.86 ,1.35 ,2.52 ,4.15 ,(0.42),(9.68),(2.45),(55.06),(27.26),"6,013,415,743 ","13,784,936,251 ",2.66 ,Sản xuất,22-12-2006
473,DTV,CTCP Phát triển Điện Trà Vinh,UPCOM,"475,044,321,318 ","475,044,321,318 ",,"85,229,019,283 ","13,560,413,080 ","13,678,769,336 ","556,680,739,566 ","556,680,739,566 ","55,333,575,643 ",,"13,560,413,080 ","112,641,926,939 ","33,744,831,848 ","126,202,340,019 ","41,122,604,547 ","126,202,340,019 ",,,"4,940,504,600 ",85.34 ,5.28 ,6.29 ,0.00 ,7.19 ,11.80 ,8.25 ,12.87 ,10.67 ,"32,164,237,426 ","37,104,742,026 ",3.00 ,Tiện ích,09-09-2010
474,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,KHÁC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
475,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
476,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán buôn,
477,DUS,CTCP Dịch vụ Đô thị Đà Lạt,UPCOM,"106,204,478,785 ","106,204,478,785 ",,"58,648,581,939 ","34,693,476,263 ","1,786,473,202 ","119,737,548,928 ","116,407,978,259 ","30,267,293,862 ","4,067,036,867 ","34,737,753,537 ","66,606,866,179 ","28,990,487,054 ","101,358,219,716 ","(1,141,746,844)","101,358,219,716 ",,,"5,976,738,079 ",91.23 ,1.64 ,1.69 ,0.00 ,(3.30),(4.07),(12.99),(80.13),(51.05),"2,378,360,317 ","8,355,098,396 ",(23.02),"Dịch vụ hỗ trợ (hành chính, du lịch, an ninh, kiểm định…) và xử lý rác thải",08-01-2020
478,DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,UPCOM,"123,745,788,840 ","123,745,788,840 ",,"51,475,252,661 ","27,543,876,633 ","1,183,934,821 ","181,454,420,764 ","181,454,420,764 ","17,964,646,924 ",,"218,284,183,733 ","199,479,788,300 ","48,390,334,981 ","417,763,972,033 ","16,210,529,817 ","417,763,972,033 ","18,173,499,330 ","18,173,499,330 ","16,764,804,782 ",68.20 ,1.83 ,1.87 ,1.70 ,16.38 ,(2.95),2.04 ,13.19 ,12.47 ,"30,879,997,932 ","47,644,802,714 ",15.28 ,Bán lẻ,13-12-2013
479,DVD,CTCP Dược phẩm Viễn Đông,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sản xuất,22-12-2009
480,DVG,CTCP Tập đoàn Sơn Đại Việt,HNX,"313,163,842,309 ","313,163,842,309 ","313,163,842,309 ","338,067,478,396 ","160,724,588,972 ","80,985,149,749 ","344,892,643,345 ","344,892,643,345 ","224,806,261,438 ",,"160,978,709,793 ","357,917,109,910 ","154,152,695,281 ","518,895,819,703 ","25,794,159,801 ","518,895,819,703 ","1,848,741,262 ","1,848,741,262 ","5,102,132,827 ",90.80 ,1.60 ,2.10 ,11.26 ,164.72 ,31.01 ,4.26 ,105.36 ,117.96 ,"20,821,246,609 ","25,923,379,436 ",30.39 ,Sản xuất,14-01-2021
481,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dịch vụ chuyên môn, khoa học và công nghệ",02-11-2010
482,DVM,CTCP Dược liệu Việt Nam,HNX,"926,331,284,564 ","926,331,284,564 ",,"707,902,561,906 ","450,567,621,849 ","250,558,953,840 ","1,051,439,125,647 ","1,048,919,705,587 ","356,587,500,075 ","10,601,084,875 ","592,320,551,101 ","440,622,348,826 ","258,200,660,312 ","1,032,942,899,927 ","78,469,985,708 ","1,032,942,899,927 ","31,767,767,537 ",,,88.31 ,1.02 ,1.57 ,2.71 ,24.47 ,25.84 ,108.28 ,99.16 ,36.13 ,"86,214,641,120 ","96,081,408,282 ",(5.14),Sản xuất,19-07-2022
483,DVN,Tổng Công ty Dược Việt Nam - CTCP,UPCOM,"4,433,827,644,346 ","4,433,827,644,346 ","4,434,869,261,112 ","3,767,717,622,740 ","2,816,370,849,290 ","1,058,357,832,458 ","4,907,442,171,786 ","4,873,576,715,824 ","1,803,532,148,236 ","1,740,233,344 ","2,867,374,219,901 ","2,994,719,757,759 ","331,084,484,398 ","5,862,093,977,660 ","676,392,720,771 ","5,862,093,977,660 ","59,454,036,669 ","59,454,036,669 ","28,713,313,734 ",90.98 ,0.96 ,1.34 ,4.94 ,(8.24),(3.95),2.95 ,(1.51),(14.36),"293,899,299,265 ","322,612,612,999 ",2.96 ,Sản xuất,19-05-2017
484,DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,HOSE,"289,207,385,525 ","289,207,385,525 ","289,207,385,525 ","1,170,116,888,706 ","126,441,417,839 ","9,580,693,170 ","608,576,114,303 ","608,576,114,303 ","99,290,205,084 ","194,986,000 ","126,441,417,839 ","1,372,953,415,323 ","164,570,899,091 ","1,499,394,833,162 ","387,307,270,507 ","1,499,394,833,162 ",,,,47.52 ,9.18 ,9.25 ,0.00 ,17.44 ,7.40 ,6.98 ,16.86 ,28.05 ,"339,299,823,343 ","393,337,056,827 ",38.55 ,Vận tải và kho bãi,01-12-2009
485,DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,UPCOM,"38,776,262,025 ","38,776,262,025 ",,"41,638,798,323 ","21,138,253,548 ","1,257,870,904 ","57,636,385,599 ","57,636,385,599 ","10,521,394,499 ",,"27,004,370,392 ","45,783,371,708 ","31,143,943,777 ","72,787,742,100 ","14,119,130,549 ","72,787,742,100 ","958,395,000 ","958,395,000 ","4,480,023,403 ",67.28 ,1.91 ,1.97 ,10.64 ,21.48 ,(2.86),10.55 ,50.15 ,9.56 ,"10,195,601,790 ","14,675,625,193 ",24.28 ,Xây dựng và Bất động sản,06-06-2018
486,DWC,CTCP Cấp nước Đắk Lắk,UPCOM,"115,615,783,038 ","115,615,783,038 ","115,615,608,038 ","136,224,028,185 ","114,266,728,533 ","24,642,894,883 ","179,014,188,314 ","178,923,347,810 ","99,310,408,527 ",,"515,897,061,720 ","311,961,535,080 ","656,927,824,192 ","827,858,596,800 ","(3,238,464,920)","827,858,596,800 ","3,526,628,819 ","3,526,628,819 ","69,036,464,946 ",64.62 ,0.98 ,1.19 ,1.19 ,5.54 ,5.83 ,0.23 ,(58.72),9.02 ,"4,203,470,831 ","73,239,935,777 ",51.51 ,Tiện ích,22-12-2021
487,DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,UPCOM,"277,022,950,352 ","277,022,950,352 ","277,325,093,188 ","116,675,136,960 ","597,546,134,333 ","29,824,938,984 ","382,076,509,470 ","382,076,509,470 ","46,124,091,947 ",,"729,159,229,973 ","318,824,420,573 ","443,911,614,691 ","1,047,983,650,546 ","32,037,218,488 ","1,047,983,650,546 ","5,428,990,967 ","5,428,990,967 ","54,090,208,762 ",72.50 ,0.15 ,0.20 ,7.83 ,6.45 ,1.65 ,4.37 ,21.92 ,1.58 ,"42,513,460,979 ","96,603,669,741 ",11.71 ,Tiện ích,24-01-2019
488,DX2,CTCP Đầu tư và Xây dựng 319.2,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,04-07-2018
489,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,OTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xây dựng và Bất động sản,08-05-2020
490,DXG,CTCP Tập đoàn Đất Xanh,HOSE,"4,491,591,910,436 ","4,491,591,910,436 ","4,491,591,910,448 ","25,255,041,006,268 ","13,256,722,091,813 ","11,238,340,946,889 ","10,131,420,687,101 ","10,089,384,737,838 ","10,795,975,183,721 ","516,495,680,032 ","14,872,585,915,021 ","13,381,475,140,394 ","426,592,757,972 ","28,254,061,055,415 ","2,669,077,393,194 ","28,254,061,055,415 ","467,967,195,740 ","529,294,891,037 ","69,449,408,603 ",44.52 ,1.06 ,1.91 ,6.38 ,249.03 ,21.20 ,47.31 ,"9,256.61 ",198.61 ,"2,983,986,514,055 ","3,053,435,922,658 ",12.14 ,Xây dựng và Bất động sản,22-12-2009
491,DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,UPCOM,"12,101,092,827 ","12,101,092,827 ",,"12,893,172,497 ","1,246,630,060 ","4,194,833,365 ","13,892,821,666 ","13,892,821,666 ","1,909,392,697 ","21,576,869,593 ","1,296,630,060 ","43,059,985,183 ","6,985,151,637 ","44,356,615,243 ","85,837,449 ","44,356,615,243 ",,,,87.10 ,6.98 ,10.34 ,0.00 ,(24.17),(59.66),(1.24),(100.67),(65.32),"(13,871,668)","1,599,319,274 ",(5.95),Dịch vụ lưu trú và ăn uống,28-06-2010
492,DXP,CTCP Cảng Đoạn Xá,HNX,"51,295,367,076 ","51,295,367,076 ","51,295,367,076 ","390,463,825,564 ","16,604,251,221 ","3,324,969,386 ","87,066,769,364 ","87,066,769,364 ","32,273,154,538 ",,"16,604,251,221 ","517,201,771,875 ","14,396,573,012 ","533,806,023,096 ","64,181,555,819 ","533,806,023,096 ",,,"5,295,935,071 ",58.91 ,23.32 ,23.52 ,0.00 ,(18.91),10.44 ,11.34 ,(4.54),(13.07),"62,920,658,623 ","68,216,593,694 ",10.46 ,Vận tải và kho bãi,08-06-2009
